From, To, Duration, Time, Mode, Warnings, Time in Traffic
Harpur Lane,Bank of America,26 mins,2025-06-29 23:49:34.388979,Driving,[],25 mins
Harpur Lane,Bank of America,26 mins,2025-06-29 23:50:43.239344,Driving,[],25 mins
Harpur Lane,Aon,53 mins,2025-06-30 00:30:08.616346,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:32:06.218431,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:49:48.216507,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:51:30.069301,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:56:53.991000,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:56:53.991000,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:59:15.019022,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 00:59:15.019022,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:03:00.829331,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:04:00.658107,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:05:01.362316,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:06:02.270678,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:15:00.958597,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:30:01.762760,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 01:49:23.271342,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,53 mins,2025-06-30 02:04:24.121088,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 5 mins,2025-06-30 04:27:40.600109,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 20 mins,2025-06-30 09:45:01.471666,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 10:00:02.708671,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 10:15:03.708951,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 28 mins,2025-06-30 10:30:04.871424,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,1 hour 28 mins,2025-06-30 10:45:01.088226,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 10:45:01.283562,driving,[],39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 11:00:02.569784,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 11:00:02.781272,driving,[],38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 11:15:03.818531,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 11:15:04.017763,driving,[],39 mins
Harpur Lane,Aon,1 hour 23 mins,2025-06-30 11:30:05.180077,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 11:30:05.352439,driving,[],39 mins
Harpur Lane,Aon,1 hour 23 mins,2025-06-30 11:45:06.574974,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 11:45:06.844948,driving,[],39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 12:00:08.094717,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 12:00:08.354312,driving,[],38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 12:15:09.582454,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 12:15:09.778313,driving,[],37 mins
"53.362388516386325, -6.528995331027238","53.348847759098696, -6.254274103293622",37 mins,2025-06-30 12:47:12.777389,driving,,37 mins
"53.362388516386325, -6.528995331027238","53.348847759098696, -6.254274103293622",1 hour 23 mins,2025-06-30 12:47:13.391124,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 12:51:01.188626,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 12:51:01.745433,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:00:00.768301,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:00:01.354679,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:10:00.785343,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:10:01.301401,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:11:26.154462,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:11:26.670801,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:12:23.877590,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:12:30.884226,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:15:00.292011,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:15:00.873368,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:15:53.238228,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:15:53.813548,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:19:38.425995,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:19:38.961769,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:23:00.515775,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-06-30 13:23:01.054775,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:30:00.668150,driving,,38 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 13:30:01.342641,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 13:45:02.551140,driving,,38 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 13:45:03.018201,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 14:00:04.155432,driving,,38 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 14:00:04.692036,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 14:15:05.816934,driving,,38 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 14:15:06.363982,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 14:30:07.648959,driving,,41 mins
Harpur Lane,Aon,1 hour 18 mins,2025-06-30 14:30:08.186971,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 14:45:09.554969,driving,,43 mins
Harpur Lane,Aon,1 hour 31 mins,2025-06-30 14:45:10.059006,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 15:00:11.246371,driving,,43 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 15:00:11.746358,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 15:15:12.931769,driving,,43 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 15:15:13.501969,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 15:30:14.594249,driving,,44 mins
Harpur Lane,Aon,1 hour 28 mins,2025-06-30 15:30:15.225486,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-06-30 15:45:16.556950,driving,,45 mins
Harpur Lane,Aon,1 hour 33 mins,2025-06-30 15:45:17.105323,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 16:00:18.381278,driving,,47 mins
Harpur Lane,Aon,1 hour 12 mins,2025-06-30 16:00:18.976361,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,46 mins,2025-06-30 16:15:20.313616,driving,,50 mins
Harpur Lane,Aon,1 hour 12 mins,2025-06-30 16:15:20.922851,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 16:30:22.058323,driving,,51 mins
Harpur Lane,Aon,1 hour 29 mins,2025-06-30 16:30:22.659706,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 16:45:24.104292,driving,,50 mins
Harpur Lane,Aon,1 hour 22 mins,2025-06-30 16:45:24.718634,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 17:00:26.012249,driving,,48 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 17:00:26.636499,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 17:14:39.207518,driving,,48 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 17:14:39.914745,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 17:15:27.820170,driving,,48 mins
Harpur Lane,Aon,1 hour 9 mins,2025-06-30 17:15:28.424877,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 17:30:29.547501,driving,,47 mins
Harpur Lane,Aon,1 hour 22 mins,2025-06-30 17:30:30.077434,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 17:45:31.254599,driving,,44 mins
Harpur Lane,Aon,1 hour 3 mins,2025-06-30 17:45:31.779564,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 18:00:32.972138,driving,,42 mins
Harpur Lane,Aon,1 hour 3 mins,2025-06-30 18:00:33.489900,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 18:15:34.650961,driving,,39 mins
Harpur Lane,Aon,1 hour 3 mins,2025-06-30 18:15:35.136800,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-06-30 18:30:36.391832,driving,,38 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 18:30:37.000675,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 18:45:38.057233,driving,,33 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 18:45:38.578400,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 19:00:39.719971,driving,,31 mins
Harpur Lane,Aon,1 hour 3 mins,2025-06-30 19:00:40.248201,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 19:15:41.378353,driving,,31 mins
Harpur Lane,Aon,1 hour 3 mins,2025-06-30 19:15:41.930988,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 19:30:42.975026,driving,,30 mins
Harpur Lane,Aon,53 mins,2025-06-30 19:30:43.422642,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 19:45:44.483486,driving,,30 mins
Harpur Lane,Aon,53 mins,2025-06-30 19:45:45.003302,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 20:00:46.086561,driving,,29 mins
Harpur Lane,Aon,53 mins,2025-06-30 20:00:46.571385,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 20:15:47.659161,driving,,29 mins
Harpur Lane,Aon,53 mins,2025-06-30 20:15:48.124735,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 20:30:49.182323,driving,,29 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 20:30:49.690147,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 20:45:50.765917,driving,,29 mins
Harpur Lane,Aon,1 hour 14 mins,2025-06-30 20:45:51.229778,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 21:00:52.256317,driving,,29 mins
Harpur Lane,Aon,53 mins,2025-06-30 21:00:52.716264,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 21:15:53.945474,driving,,28 mins
Harpur Lane,Aon,53 mins,2025-06-30 21:15:54.420714,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 21:30:55.638940,driving,,28 mins
Harpur Lane,Aon,1 hour 8 mins,2025-06-30 21:30:56.108810,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 21:45:57.177581,driving,,28 mins
Harpur Lane,Aon,53 mins,2025-06-30 21:45:57.655664,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-06-30 22:00:58.753678,driving,,28 mins
