From, To, Duration, Time, Mode, Warnings, Time in Traffic
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 12:45:28.150306,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 12:45:28.150306,driving,,36 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 13:00:30.034896,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 13:00:30.034896,driving,,35 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 13:15:31.767681,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 13:15:31.767681,driving,,35 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 13:30:33.548289,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 13:30:33.548289,driving,,36 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 13:45:35.296815,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 13:45:35.296815,driving,,36 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 14:00:36.859956,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 14:00:36.859956,driving,,36 mins
Aon,Harpur Lane,1 hour 7 mins,2025-07-01 14:15:38.461373,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 14:15:38.461373,driving,,36 mins
Aon,Harpur Lane,1 hour 7 mins,2025-07-01 14:30:40.336603,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 14:30:40.336603,driving,,36 mins
Aon,Harpur Lane,1 hour 7 mins,2025-07-01 14:45:42.018136,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 14:45:42.018136,driving,,37 mins
Aon,Harpur Lane,1 hour 7 mins,2025-07-01 15:00:44.022394,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 15:00:44.022394,driving,,39 mins
